n_row,new_switch,cur_switch,current_model_id,new_model_id,weights,ts,ts_mult,ret_ts,ts_n1_pre,ts_n2_pre,ts_n1_post,ts_n2_post
983,NONE,NONE,2,-1,"(1, 0)",231.2733826987632,246.91640592877624,-1.2315036047073953e-06,231.26242012687524,8.443225655277335e-11,238.42912304410274,231.85839343209048
984,NONE,NONE,2,-1,"(1, 0)",231.2748844159788,246.92442248971113,6.493234641026517e-06,231.26385465437008,3.6265079075375344e-11,238.35660329385416,231.85383983546197
985,NONE,NONE,2,-1,"(1, 0)",231.27493803930284,246.92470874894966,2.3185966756846676e-07,231.26390312624224,5.901895733055686e-12,210.92466668328782,229.6112321847002
986,NONE,NONE,2,-1,"(1, 0)",231.2728959089934,246.91380736181145,-8.829920538227687e-06,231.2618551194643,6.237493679826375e-12,247.48216395930288,232.5980719621216
987,NONE,NONE,2,-1,"(1, 0)",231.27184196253592,246.90818129050484,-4.557165485650776e-06,231.2608342071375,3.451548421813542e-12,233.2366419636196,231.43247338451542
988,NONE,NONE,2,-1,"(1, 0)",231.27309130027243,246.9148503912152,5.402016741100691e-06,231.2620408452988,1.8102806845080108e-12,214.01927709790561,229.8625203837958
989,NONE,NONE,2,-1,"(1, 0)",231.2738562840088,246.91893402873046,3.3077020197755263e-06,231.26281142771194,2.08084361803417e-12,222.1088132057921,230.52457845470997
990,NONE,NONE,2,-1,"(1, 0)",231.27222073751588,246.91020321731986,-7.071928934971675e-06,231.26121011522113,1.4019877756022968e-12,211.60230033034793,229.6641170584056
991,NONE,NONE,2,-1,"(1, 0)",231.2705457772915,246.90126226501417,-7.24240154926023e-06,231.25953151774814,1.4620574773394529e-12,224.68284173626938,230.73196770426662
992,NONE,NONE,2,-1,"(1, 0)",231.27125516651392,246.9050489592593,3.067351841491069e-06,231.26019142810688,3.91376343079498e-13,220.05045312493337,230.35390074881624
993,NONE,NONE,2,-1,"(1, 0)",231.27252174353123,246.91181001751505,5.476571431929212e-06,231.26146991387046,4.67950307388584e-13,241.53496112118665,232.11152081923439
994,NONE,NONE,2,-1,"(1, 0)",231.2715331098981,246.90653262375062,-4.274765280249345e-06,231.26049284037293,3.754644381348889e-13,239.16291646145376,231.91669079580728
995,NONE,NONE,2,-1,"(1, 0)",231.26949923059593,246.89567592109142,-8.794373514806393e-06,231.25856464812946,1.40682966484281e-13,235.0180539513199,231.57596389589875
996,NONE,NONE,2,-1,"(1, 0)",231.26948545030842,246.89560236420203,-5.958540994855619e-08,231.25855050020246,2.331901529860372e-13,215.67516904832016,229.99456548846138
997,NONE,NONE,2,-1,"(1, 0)",231.27095289741283,246.9034354519501,6.345162423455583e-06,231.26005247543006,3.6418311546489294e-13,211.56003049392723,229.65948828823295
998,NONE,NONE,2,-1,"(1, 0)",231.27072855431624,246.9022379177785,-9.700448870326947e-07,231.2598154492328,1.0615909697169744e-12,221.27164226031599,230.4532534008157
999,NONE,NONE,2,-1,"(1, 0)",231.2686604596682,246.89119873292563,-8.942350412417793e-06,231.25770200789148,1.6084245495534765e-12,233.68358638945483,231.46609445920046
1000,NONE,NONE,2,-1,"(1, 0)",231.2678778403997,246.88702132944098,-3.3840321950235714e-06,231.25692208566696,1.5083039964748085e-12,244.93781853210493,232.38547741728945
1001,NONE,NONE,2,-1,"(1, 0)",231.26921188134006,246.89414210204717,5.768363100088637e-06,231.2582826389219,2.1982608160296298e-12,231.967847864617,231.3263292304948
1002,NONE,NONE,2,-1,"(1, 0)",231.26972519173918,246.89688206670056,2.2195337860012253e-06,231.25875174206496,4.3176861382579406e-13,224.13518385732624,230.68643833887398
1003,NONE,NONE,2,-1,"(1, 0)",231.26795014452503,246.88740726633492,-7.675254617429785e-06,231.25675419468197,4.6236524811959925e-12,233.71728007122945,231.4681974825103
1004,NONE,NONE,2,-1,"(1, 0)",231.2664960448078,246.8796458278289,-6.287530492790001e-06,231.2552237474934,1.2489460102824173e-11,218.31858608017416,230.2079204822079
1005,NONE,NONE,2,-1,"(1, 0)",231.2673922992641,246.8844296746363,3.8754109866461405e-06,231.25612217373896,1.3087128309169724e-11,206.94451833936213,229.27884740868797
1006,NONE,NONE,2,-1,"(1, 0)",231.2684793406715,246.8902319651829,4.700355038593804e-06,231.25720701312903,1.2607004761480167e-11,239.4997181980456,231.9414306976457
1007,NONE,NONE,2,-1,"(1, 0)",231.2672656953136,246.8837539090303,-5.247790558700426e-06,231.25604382397637,5.7492249450892925e-12,237.10219219403027,231.74430716857626
1008,NONE,NONE,2,-1,"(1, 0)",231.26536149985932,246.87359018830298,-8.233777866986758e-06,231.2541612853284,4.6409715645318224e-12,224.00270862931657,230.6715896412635
1009,NONE,NONE,2,-1,"(1, 0)",231.2656005364615,246.87486603752177,1.0336025988261026e-06,231.25439205712718,2.4159007888156395e-12,210.58141981400513,229.57452814794834
1010,NONE,NONE,2,-1,"(1, 0)",231.26699343105585,246.8823006669658,6.022903520922961e-06,231.2559135442947,1.385470007608255e-11,219.91947656583378,230.339262372695
1011,NONE,NONE,2,-1,"(1, 0)",231.26650099709266,246.87967226093534,-2.1292899612294354e-06,231.2554247640769,1.205201561141707e-11,210.2589463557845,229.54899727967322
1012,NONE,NONE,2,-1,"(1, 0)",231.26444908567854,246.86872025910728,-8.872536697443917e-06,231.25350788710983,3.4756308243937613e-12,235.2842784388058,231.5930990990749
1013,NONE,NONE,2,-1,"(1, 0)",231.26393688882314,246.86598648782055,-2.2147693888438556e-06,231.2529916758517,4.03443206432899e-12,219.80910099991488,230.32741944605786
1014,NONE,NONE,2,-1,"(1, 0)",231.26531394503442,246.87333636677428,5.9544610802409484e-06,231.25435018056038,3.1300077926964236e-12,240.4902338286791,232.01951479266927
1015,NONE,NONE,2,-1,"(1, 0)",231.26556678196405,246.8746858737925,1.0932758876144645e-06,231.25460076373926,2.6468920573820096e-12,248.3924767788781,232.66580831012743
1016,NONE,NONE,2,-1,"(1, 0)",231.2636924355422,246.86468176487944,-8.104769090804427e-06,231.25256137149535,1.4002927569069365e-11,247.13632948956402,232.56139912647438
1017,NONE,NONE,2,-1,"(1, 0)",231.26247638966007,246.85819143300972,-5.25827926752765e-06,231.2512778740187,4.000431013636156e-11,230.93900901546698,231.23603037557862
1018,NONE,NONE,2,-1,"(1, 0)",231.2635231480715,246.86377822840214,4.5262684149801655e-06,231.25220394136025,4.525692053712864e-12,229.16073568044095,231.09160443320528
1019,NONE,NONE,2,-1,"(1, 0)",231.26440597672536,246.86849017082162,3.8174068993880485e-06,231.25306081875902,2.5983477828519975e-12,221.85636876948752,230.49523100462278
1020,NONE,NONE,2,-1,"(1, 0)",231.26299762373472,246.86097336899442,-6.089814266991524e-06,231.2515870269862,6.2612336781385075e-12,217.52825028160063,230.14007601887863
1021,NONE,NONE,2,-1,"(1, 0)",231.2612548932972,246.85167214803195,-7.535736463743603e-06,231.24994911730488,2.00973502259753e-12,235.8019537092246,231.6324948657744
1022,NONE,NONE,2,-1,"(1, 0)",231.26172301060043,246.85417053469266,2.024190475163999e-06,231.2504186614296,2.1309379142062347e-12,239.67612242012407,231.94966889927395
1023,NONE,NONE,2,-1,"(1, 0)",231.26300466476093,246.86101094860524,5.54199195779657e-06,231.25167988680045,1.5779136170785404e-12,222.21872059535275,230.52356465761724
1024,NONE,NONE,2,-1,"(1, 0)",231.26226001390307,246.85703659741054,-3.2199359246208423e-06,231.25091541857014,2.6123164765691345e-12,237.04880498207513,231.73535623658458
1025,NONE,NONE,2,-1,"(1, 0)",231.2602638388548,246.84638286276868,-8.631687951597716e-06,231.2488713158784,4.1170857434978965e-12,205.5509258330937,229.15830217560628
1026,NONE,NONE,2,-1,"(1, 0)",231.26001542359916,246.8450570778164,-1.0741810329063367e-06,231.24861569879903,7.129584284670476e-12,229.6578214879211,231.129022013862
1027,NONE,NONE,2,-1,"(1, 0)",231.26139410991323,246.85241515826624,5.961610795397196e-06,231.25005778698815,1.7025888602458817e-11,208.78125915193885,229.4234568237181
1028,NONE,NONE,2,-1,"(1, 0)",231.26138439453538,246.85236330645807,-4.2010375778529364e-08,231.25004830646014,1.078965235744081e-11,241.12699309750238,232.0679796788537
1029,NONE,NONE,2,-1,"(1, 0)",231.2594515603116,246.842047777086,-8.357825522806077e-06,231.24803299153197,2.4201119381998687e-11,232.3849651859329,231.3514723973167
1030,NONE,NONE,2,-1,"(1, 0)",231.25848418969568,246.8368850530445,-4.183062065945001e-06,231.24712474729608,7.626484580268852e-12,261.4964538822195,233.73071984867943
1031,NONE,NONE,2,-1,"(1, 0)",231.25964360406573,246.84307269848784,5.013487257465579e-06,231.24819879632182,1.8971863815391667e-12,240.19788615098085,231.99042451934744
1032,NONE,NONE,2,-1,"(1, 0)",231.26030285737804,246.84659110400338,2.8507021909371473e-06,231.24891028748593,8.49583347706756e-12,245.05911344297832,232.38847527275385
1033,NONE,NONE,2,-1,"(1, 0)",231.2587337212171,246.83821676021648,-6.785174390056151e-06,231.2471838866883,5.65759609516177e-11,215.64109562884317,229.98184772217638
1034,NONE,NONE,2,-1,"(1, 0)",231.25717898085853,246.82991946974496,-6.722970241243589e-06,231.24550033971417,2.712527287568815e-10,225.76931607429268,230.80849254190176
1035,NONE,NONE,2,-1,"(1, 0)",231.25784797143612,246.8334896907107,2.8928382372104324e-06,231.24613683947314,1.0838424136808e-10,235.3906257562184,231.59574197764226
1036,NONE,NONE,2,-1,"(1, 0)",231.25898623113454,246.839564368431,4.9220249479898686e-06,231.24727228468242,1.0353313187113298e-10,229.19072442294254,231.08988693161214
1037,NONE,NONE,2,-1,"(1, 0)",231.2580099580304,246.83435417536944,-4.2215663951645824e-06,231.24625651713745,2.22689108336407e-10,223.35697212509405,230.6120252001843
1038,NONE,NONE,2,-1,"(1, 0)",231.25610652137004,246.82419613101203,-8.23082622801387e-06,231.2443367098091,2.622646838705345e-10,237.0242695518049,231.72771242259492
1039,NONE,NONE,2,-1,"(1, 0)",231.25610912349723,246.82421001752022,1.1252144677133e-08,231.244339249316,1.665479174892643e-10,212.37768803900883,229.7126065140708
1040,NONE,NONE,2,-1,"(1, 0)",231.25744978406212,246.83136466789588,5.797281135315562e-06,231.24582425658696,1.2767733047793203e-09,228.53290650211258,231.03469199796876
1041,NONE,NONE,2,-1,"(1, 0)",231.2571819014094,246.8299350558418,-1.158374824921622e-06,231.24556125957878,9.05228591127084e-10,234.0450190330969,231.4851148364167
1042,NONE,NONE,2,-1,"(1, 0)",231.25523058785583,246.81952166098512,-8.437886209759345e-06,231.24345369062942,4.1186118910977796e-09,228.92445592193988,231.06466536898517
1043,NONE,NONE,2,-1,"(1, 0)",231.25451672080197,246.81571212040728,-3.0869276074460136e-06,231.24278803474877,1.1496809907538612e-09,233.5543311721254,231.44255119860057
1044,NONE,NONE,2,-1,"(1, 0)",231.25574958460157,246.82229130868512,5.331184578616091e-06,231.24392351502362,2.5843178291299984e-10,227.39840364593925,230.9403718974691
1045,NONE,NONE,2,-1,"(1, 0)",231.2561720717432,246.8245459472304,1.8269243313941457e-06,231.24435260457528,3.476139534509601e-10,231.3180686610514,231.26123274502086
1046,NONE,NONE,2,-1,"(1, 0)",231.25447849868897,246.81550815001432,-7.323390508565132e-06,231.24257277464167,9.11508645899196e-10,248.4736547239471,232.66233092040224
1047,NONE,NONE,2,-1,"(1, 0)",231.2531324238826,246.80832497518804,-5.820768240735093e-06,231.24126238270168,5.527052735374244e-10,228.78641301936668,231.05145047021693
1048,NONE,NONE,2,-1,"(1, 0)",231.2539710398574,246.8128001341415,3.6263917615841116e-06,231.24217050298753,2.6516274667818182e-09,245.2985814553904,232.40227116268233
1049,NONE,NONE,2,-1,"(1, 0)",231.25493806461984,246.81796060953704,4.181648151693744e-06,231.24317443771784,5.462200770745557e-09,230.11263589876768,231.16154279102648
1050,NONE,NONE,2,-1,"(1, 0)",231.25375552725802,246.8116500745611,-5.113578958544201e-06,231.24206337377123,1.743618440636266e-09,239.6221053501003,231.93796005841844
1051,NONE,NONE,2,-1,"(1, 0)",231.25197807937806,246.8021650804798,-7.686165817284307e-06,231.24026810209918,2.1096479524965496e-09,232.2581477810287,231.33424413839035
1052,NONE,NONE,2,-1,"(1, 0)",231.25221340444557,246.80342082875157,1.017612691278585e-06,231.24048926552362,6.767757375781015e-10,236.86681585705773,231.71127189717623
1053,NONE,NONE,2,-1,"(1, 0)",231.25347934589507,246.81017626898034,5.474274022359812e-06,231.24176179231506,7.474478218160293e-10,221.32080697318128,230.4413732910438
1054,NONE,NONE,2,-1,"(1, 0)",231.2529630940883,246.80742137787757,-2.232409149034491e-06,231.24122990735665,1.3263797667452436e-09,211.22239509289483,229.61523849591416
1055,NONE,NONE,2,-1,"(1, 0)",231.25103235556614,246.7971185339114,-8.34906742920903e-06,231.23932821883525,9.989054312476282e-10,228.08397631581576,230.99208768237352
1056,NONE,NONE,2,-1,"(1, 0)",231.2505705749629,246.79465442237932,-1.9968821743665237e-06,231.2388202785841,6.619085275440056e-09,213.20167498206342,229.77485475405567
1057,NONE,NONE,2,-1,"(1, 0)",231.25183754123114,246.80141513928882,5.478744525596072e-06,231.24004693612736,3.6304200492379433e-09,224.02778264581042,230.6611867926258
1058,NONE,NONE,2,-1,"(1, 0)",231.25201645344944,246.80236985293473,7.736680106274724e-07,231.24023200171666,6.963188582072108e-09,229.14413576463994,231.0796727542934
1059,NONE,NONE,2,-1,"(1, 0)",231.2502357408866,246.79286772363434,-7.70034115256371e-06,231.23848081038628,5.094293217446502e-09,236.97945903649324,231.71866981526742
1060,NONE,NONE,2,-1,"(1, 0)",231.249113630226,246.7868801357852,-4.8523772504145334e-06,231.23729242056947,1.5579234719273365e-08,235.8535049994358,231.62558076437844
1061,NONE,NONE,2,-1,"(1, 0)",231.25008777528478,246.79207817182365,4.212526446766376e-06,231.23824825313383,1.0929422088969833e-08,225.96461584730548,230.817935525895
1062,NONE,NONE,2,-1,"(1, 0)",231.2508609230939,246.79620374929377,3.343335019358754e-06,231.23904029147408,1.73644612793559e-08,232.53873569852553,231.35616015237034
1063,NONE,NONE,2,-1,"(1, 0)",231.2495014016739,246.78894927294374,-5.879006940231864e-06,231.23771072121673,1.1459490258386826e-08,242.1256653593681,232.13876364753776
1064,NONE,NONE,2,-1,"(1, 0)",231.24787849095478,246.7802895610936,-7.018032056829577e-06,231.23608259910546,1.2188505499911457e-08,223.90454904923521,230.64746537785766
1065,NONE,NONE,2,-1,"(1, 0)",231.2483239830579,246.78266664438857,1.926468155759969e-06,231.23650257434582,4.130593760516583e-09,222.09075415536623,230.49957446011354
1066,NONE,NONE,2,-1,"(1, 0)",231.24948152084508,246.78884318908237,5.005592560405189e-06,231.23766662442574,4.598690040225125e-09,225.67503329053034,230.79370071446922
1067,NONE,NONE,2,-1,"(1, 0)",231.24873219585777,246.78484482663956,-3.2403367845489063e-06,231.23689720512047,7.643045112068738e-09,245.50309320002034,232.41420812037722
1068,NONE,NONE,2,-1,"(1, 0)",231.24685902463682,246.7748499009214,-8.100277090138791e-06,231.23499374291526,1.038669528655191e-08,241.75066774894424,232.10568639289554
1069,NONE,NONE,2,-1,"(1, 0)",231.24664183036995,246.77369100989554,-9.392316498372864e-07,231.23476306342022,3.3632502605288163e-08,231.79630117855893,231.29158390302288
1070,NONE,NONE,2,-1,"(1, 0)",231.24790479881185,246.78042993561527,5.461549551855506e-06,231.23606438824655,5.978291449086566e-08,247.0107608777088,232.5367240582568
1071,NONE,NONE,2,-1,"(1, 0)",231.24783895593248,246.78007860865205,-2.847285851697946e-07,231.235994945693,1.6824620679783554e-07,246.01733612804404,232.45543850085815
1072,NONE,NONE,2,-1,"(1, 0)",231.24600905472198,246.7703147116191,-7.913191573825512e-06,231.2343102814335,3.754872517045716e-08,215.95772699973483,229.99598216944324
1073,NONE,NONE,2,-1,"(1, 0)",231.2451203085969,246.76557269518202,-3.843300200257655e-06,231.2332948102905,5.570931272357782e-07,230.00977713652327,231.14411366135127
1074,NONE,NONE,2,-1,"(1, 0)",231.24619401093975,246.7713015778847,4.643124355362479e-06,231.23433265764774,2.9656872275720133e-07,228.79951949683976,231.04614494951068
1075,NONE,NONE,2,-1,"(1, 0)",231.24675643766915,246.774302523517,2.4321526581148015e-06,231.23486618250777,1.1234629617221452e-07,233.64996162700785,231.4432508101328
1076,NONE,NONE,2,-1,"(1, 0)",231.2452517385422,246.76627395154875,-6.5069194726030746e-06,231.23334024319354,1.4685758468317805e-07,238.717910854137,231.8562461823123
1077,NONE,NONE,2,-1,"(1, 0)",231.2438073698641,246.7585674792689,-6.246066364689336e-06,231.2319564260098,6.653561569669001e-08,230.921085391432,231.21742016762914
1078,NONE,NONE,2,-1,"(1, 0)",231.2444364151058,246.7619237453021,2.720264785731401e-06,231.23263422528152,2.883592052262018e-07,237.4117430537431,231.74870180669632
1079,NONE,NONE,2,-1,"(1, 0)",231.24545576010286,246.76736253020707,4.40807470310204e-06,231.23364650175537,2.531691905414337e-07,232.22170810282955,231.32527797889196
1080,NONE,NONE,2,-1,"(1, 0)",231.2444936764705,246.76222926468498,-4.160452064184065e-06,231.23270800499378,1.5940518611593168e-07,223.42627485876815,230.60524279623883
1081,NONE,NONE,2,-1,"(1, 0)",231.24271181506208,246.75272224226322,-7.70555979619281e-06,231.23092170713892,1.6724896595451695e-07,213.50675616559886,229.79253334233192
1082,NONE,NONE,2,-1,"(1, 0)",231.24272663885716,246.7528013325887,6.410491608738907e-08,231.23093571343634,5.900888782177982e-08,232.9548513004607,231.38271831547132
1083,NONE,NONE,2,-1,"(1, 0)",231.2439490280661,246.7593232923265,5.286159681013431e-06,231.2321249856227,3.538857085784149e-08,237.70346829846406,231.77210808850936
1084,NONE,NONE,2,-1,"(1, 0)",231.24364303530552,246.75769067951606,-1.3232474376719819e-06,231.23179013261927,2.1076508393325426e-07,227.4407233183124,230.93269897300067
1085,NONE,NONE,2,-1,"(1, 0)",231.24180157290363,246.74786580894022,-7.963331271927184e-06,231.2300233285356,9.801258928850326e-08,228.99048162896,231.05772191946812
1086,NONE,NONE,2,-1,"(1, 0)",231.24114946992754,246.74438667780908,-2.8200087143831598e-06,231.2293548926973,1.5753498864389843e-07,224.2385870017074,230.6685818476058
1087,NONE,NONE,2,-1,"(1, 0)",231.2422862923536,246.75045193286786,4.916164939981858e-06,231.23054019529076,3.531786663021322e-07,226.65593272893182,230.86728290508682
1088,NONE,NONE,2,-1,"(1, 0)",231.2426265280975,246.75226720575668,1.4713376996398015e-06,231.2308808996288,3.628458035790652e-07,234.85684068720326,231.53814246228464
1089,NONE,NONE,2,-1,"(1, 0)",231.24101060130604,246.74364578433585,-6.988038761631744e-06,231.2292190389821,6.216769684993523e-07,234.7525506727146,231.5281334032708
1090,NONE,NONE,2,-1,"(1, 0)",231.239763649618,246.73699311302576,-5.392447675647237e-06,231.2280158240996,3.205898110441732e-07,228.7686736472362,231.03771267000545
1091,NONE,NONE,2,-1,"(1, 0)",231.24054627963318,246.7411685429073,3.3844900999212056e-06,231.2288188191795,5.248694639341765e-07,224.15747960138518,230.66139468420414
1092,NONE,NONE,2,-1,"(1, 0)",231.24140243424526,246.7457363005328,3.702434719770676e-06,231.2297719324052,4.47148112317673e-06,235.53944749462204,231.5928336081789
1093,NONE,NONE,2,-1,"(1, 0)",231.24025171112126,246.7395969760941,-4.976297389224113e-06,231.2286079285118,5.567207782259195e-06,220.29258870769684,230.34510772061324
1094,NONE,NONE,2,-1,"(1, 0)",231.2385915212367,246.73073976593963,-7.179527923691055e-06,231.22693165230285,6.692931996850188e-06,219.09533446234235,230.24568174500865
1095,NONE,NONE,2,-1,"(1, 0)",231.2388208899487,246.73196344629264,9.919131435767686e-07,231.22718658405424,5.511091603458088e-05,250.46657769558985,232.81100277472933
1096,NONE,NONE,2,-1,"(1, 0)",231.23996849552017,246.73808598629938,4.962846287530645e-06,231.2284456196778,0.00034594257406405553,229.10722694731984,231.06558304742944
1097,NONE,NONE,2,-1,"(1, 0)",231.23943261230477,246.73522700420148,-2.3174360377132125e-06,231.2279275013586,0.00018500502844872417,222.77928590051565,230.54767983266194
1098,NONE,NONE,2,-1,"(1, 0)",231.237615587349,246.72553322026783,-7.857795161246903e-06,231.2261009216082,0.0002045364531742665,240.48257749035116,231.99354554513235
1099,NONE,NONE,2,-1,"(1, 0)",231.23719798817515,246.72330538189402,-1.8059326110833976e-06,231.22568835266782,0.00016302797094542565,237.97910476308977,231.78846240234927
1100,PREDEFINED,PREDEFINED_100,2,1,"(0.9835510693065821, 0.016448930693417907)",231.23886948388346,246.73222269519243,7.228463593551083e-06,231.2273229786177,0.00010753211365435119,229.31639770855708,231.0816761776356
1101,NONE,PREDEFINED_100,2,1,"(0.9560941188500611, 0.043905881149938875)",231.2397179595832,246.7367493526715,3.6692539840355543e-06,231.22819891055357,0.00019846342788935574,213.90643759273456,229.82244583811593
1102,NONE,PREDEFINED_100,2,1,"(0.888023290380253, 0.11197670961974704)",231.2384497713222,246.72998353363954,-5.484316231649205e-06,231.22688237802123,0.00040844137986058917,231.97860244890404,231.298969389445
1103,NONE,PREDEFINED_100,2,1,"(0.7428063472356178, 0.2571936527643822)",231.24053736665627,246.7411209907327,9.027849446849898e-06,231.22897730389306,0.0004368979508264162,197.95926557479328,228.51927223183932
1104,NONE,PREDEFINED_100,2,1,"(0.512623579430075, 0.48737642056992503)",231.2552630174381,246.81969472207032,6.367906811073812e-05,231.24392466786028,0.0005813716926416415,222.8326259332045,230.5666243953463
1105,NONE,PREDEFINED_100,2,1,"(0.27695909778815886, 0.7230409022118411)",231.27530682029925,246.92667743244183,8.6670175684651e-05,231.26397991272947,0.0005882767104850881,225.65567344733955,230.81588287102605
1106,NONE,PREDEFINED_100,2,1,"(0.12242143898621305, 0.877578561013787)",231.28254303493836,246.96530944808836,3.128782547725699e-05,231.27156552790078,0.001467234469925033,230.40274262368777,231.21061863946633
1107,NONE,PREDEFINED_100,2,1,"(0.04834692271989779, 0.9516530772801022)",231.28501792203804,246.97852324994585,1.0700651358221785e-05,231.27409488839712,0.0022265837121273097,227.46033096823555,230.97235001475352
1108,NONE,PREDEFINED_100,2,1,"(0.01816549250715569, 0.9818345074928443)",231.30412479369943,247.08055680883544,8.260838791024992e-05,231.2929700478774,0.0017720689260037608,242.85683351011124,232.24847995765435
1109,NONE,PREDEFINED_100,2,1,"(0.0066928509242848554, 0.9933071490757152)",231.33576020139486,247.24956876587717,0.0001367603994847376,231.32261893912477,0.0005411459866519935,247.74221519068516,232.6766926282772
1110,NONE,NONE,1,-1,"(1, 0)",231.35581904741161,247.3567809229931,8.670504037203113e-05,231.34323236310186,0.0009137923026999233,254.1251398752567,233.2166398939677
1111,NONE,NONE,1,-1,"(1, 0)",231.3587205914262,247.37229241072643,1.2541399787888081e-05,231.3462325319465,0.0017394969601219764,244.50737146801697,232.43327951165824
1112,NONE,NONE,1,-1,"(1, 0)",231.36656593945852,247.41423708751077,3.3909311902549005e-05,231.35348825721732,0.00042045690231960905,211.95231668526446,229.78001173585662
1113,NONE,NONE,1,-1,"(1, 0)",231.39359341929602,247.55878143345942,0.0001168098822754987,231.3781308185068,7.936929394954189e-05,211.2588109592008,229.74834862679293
1114,NONE,NONE,1,-1,"(1, 0)",231.4233718744805,247.71811634900953,0.00012868350755738332,231.40911106268584,0.00017047141836892165,230.45764313935783,231.3444708121703
1115,NONE,NONE,1,-1,"(1, 0)",231.43502360038514,247.78048330504268,5.034682754387187e-05,231.4209583246053,0.00023441559155363615,238.95533305869716,232.04940992909346
1116,NONE,NONE,1,-1,"(1, 0)",231.43663382769302,247.78910318561051,6.957554138669699e-06,231.4224320266077,4.7231373544642e-05,233.31516882829993,231.59010333566525
1117,NONE,NONE,1,-1,"(1, 0)",231.45238847057823,247.87345371162138,6.807092902329382e-05,231.4388392042368,0.00010348534624524689,230.50341600920436,231.37486613360835
1118,NONE,NONE,1,-1,"(1, 0)",231.48389769649384,248.04222335651235,0.00013612770009949503,231.4723397018255,0.00034225149290247373,228.15082351625745,231.21165320159824
1119,NONE,NONE,1,-1,"(1, 0)",231.50755693450793,248.16900733113482,0.00010220161861768764,231.49631413128003,0.0004407510701497681,218.30045102227726,230.42891474707642
1120,NONE,NONE,1,-1,"(1, 0)",231.51226405102386,248.19423778047135,2.033224627872524e-05,231.50147805796482,0.0027639097617145002,239.1940656736213,232.13963441445694
1121,NONE,NONE,1,-1,"(1, 0)",231.51723053658196,248.22086068942136,2.1452134761859065e-05,231.50678019866925,0.009928814538740722,232.511155756091,231.59840236062664
1122,NONE,NONE,1,-1,"(1, 0)",231.54130648339452,248.3499524917795,0.00010398662332911375,231.53271830504903,0.04289649850117059,243.53021550616464,232.52031416330408
1123,NONE,NONE,1,-1,"(1, 0)",231.5728046756192,248.51892241059477,0.00013602778025660948,231.56414535001332,0.04113753654526169,224.77305265599367,231.0176162127307
1124,NONE,NONE,1,-1,"(1, 0)",231.58812379070454,248.60113400078626,6.615029096547869e-05,231.57868056882705,0.01564526982232408,221.155470433406,230.73637131077803
1125,NONE,NONE,1,-1,"(1, 0)",231.58950105034728,248.60852627064455,5.947004211295563e-06,231.58008013671832,0.021268202287764132,235.62200061942414,231.91872420811632
1126,NONE,NONE,1,-1,"(1, 0)",231.60150183186062,248.67294641519769,5.1817852425165294e-05,231.59254907512,0.04450658955015394,226.48949275486967,231.18416649548104
1127,NONE,NONE,1,-1,"(1, 0)",231.6317536071012,248.83539708014368,0.00013061141413482473,231.62139184675388,0.018465130247135215,234.28225224225304,231.84810734530123
1128,NONE,NONE,1,-1,"(1, 0)",231.65868935486967,248.98011226730242,0.00011628017891602351,231.6481880377852,0.01675816624556184,219.2230509716426,230.64371655610262
1129,NONE,NONE,1,-1,"(1, 0)",231.66599148285923,249.01935532939564,3.152056556510268e-05,231.6550583944134,0.005483516807113093,216.49607199315582,230.42789096475084
1130,NONE,NONE,1,-1,"(1, 0)",231.6687325241202,249.03408749780274,1.1831797268854569e-05,231.65774112846788,0.0036708917920724453,238.86116279334266,232.2557393495597
1131,NONE,NONE,1,-1,"(1, 0)",231.68932958772882,249.1448120449637,8.890344339012947e-05,231.6764278254853,0.0006361915355634444,224.9105224392217,231.1361296029974
1132,NONE,NONE,1,-1,"(1, 0)",231.72167861039563,249.3187916170884,0.00013961266412347743,231.70874321795412,0.0006245529181773207,234.75396381961917,231.96910060018962
1133,NONE,NONE,1,-1,"(1, 0)",231.74084597329218,249.42192340917856,8.271375522626336e-05,231.72622729505096,0.00011882794562921605,222.46033497795605,230.9836571145033
1134,NONE,NONE,1,-1,"(1, 0)",231.74293352248208,249.43315772380186,9.008078738750904e-06,231.72822352200598,5.202362701386736e-05,235.55524423053777,232.0539738512825
1135,NONE,NONE,1,-1,"(1, 0)",231.7513785697358,249.47860955922945,3.644078054191641e-05,231.73647500111267,3.376878941998785e-05,233.26822923051023,231.87513147758813
1136,NONE,NONE,1,-1,"(1, 0)",231.7795064358947,249.6300434920301,0.0001213635039358321,231.76419441314508,2.5695359436422897e-05,230.8786579118408,231.70601924419694
1137,NONE,NONE,1,-1,"(1, 0)",231.80917189680062,249.78983514670722,0.0001279818180768699,231.79337688173013,1.8912956938140654e-05,240.818071778819,232.54398358982024
1138,NONE,NONE,1,-1,"(1, 0)",231.8197182321455,249.8466622140242,4.549472895771717e-05,231.80304575310382,3.927424683133394e-06,227.42630680493647,231.46138555417434
1139,NONE,NONE,1,-1,"(1, 0)",231.8210429412173,249.85380090621942,5.714377089919946e-06,231.80433791425634,2.4713434392666215e-06,239.50229670281323,232.4475329815225
1140,NONE,NONE,1,-1,"(1, 0)",231.83783536505285,249.94430733206786,7.243438928312759e-05,231.82155041044683,3.971709054070261e-06,229.5415497239516,231.650561786006
